drug_a,drug_b,label
NIMBEX,bacitracin,effect
NIMBEX,polymyxins,effect
NIMBEX,lincomycin,effect
NIMBEX,clindamycin,effect
NIMBEX,colistin,effect
NIMBEX,sodium colistemethate,effect
NIMBEX,magnesium,effect
NIMBEX,lithium,effect
NIMBEX,anesthetics,effect
NIMBEX,procainamide,effect
NIMBEX,quinidine,effect
nondepolarizing neuromuscular blocking agents,phenytoin,effect
nondepolarizing neuromuscular blocking agents,carbamazepine,effect
phenytoin,NIMBEX,effect
carbamazepine,NIMBEX,effect
INSPRA,ketoconazole,mechanism
eplerenone,erythromycin,mechanism
eplerenone,verapamil,mechanism
eplerenone,saquinavir,mechanism
eplerenone,fluconazole,mechanism
INSPRA,ACE inhibitors,effect
INSPRA,angiotensin II receptor antagonists,effect
INSPRA,enalapril,effect
INSPRA,lithium,advise
potassium-sparing antihypertensives,NSAIDs,effect
INSPRA,NSAIDs,advise
CANCIDAS,tacrolimus,mechanism
cyclosporine,caspofungin,mechanism
CANCIDAS,cyclosporine,effect
rifampin,caspofungin,mechanism
rifampin,CANCIDAS,advise
efavirenz,CANCIDAS,mechanism
nevirapine,CANCIDAS,mechanism
phenytoin,CANCIDAS,mechanism
dexamethasone,CANCIDAS,mechanism
carbamazepine,CANCIDAS,mechanism
CANCIDAS,efavirenz,advise
CANCIDAS,nevirapine,advise
CANCIDAS,phenytoin,advise
CANCIDAS,dexamethasone,advise
CANCIDAS,carbamazepine,advise
MAO inhibitors,dopamine HCl,advise
dopamine HCl,diuretic agents,effect
dopamine,beta-adrenergic blocking agents,effect
dopamine,propranolol,effect
dopamine,metoprolol,effect
dopamine HCl,alpha-adrenergic blocking agents,effect
Butyrophenones,dopamine,effect
haloperidol,dopamine,effect
phenothiazines,dopamine,effect
Cyclopropane,catecholamines,effect
Cyclopropane,dopamine,effect
halogenated hydrocarbon anesthetics,catecholamines,effect
halogenated hydrocarbon anesthetics,dopamine,effect
dopamine HCl,cyclopropane,advise
dopamine HCl,halogenated hydrocarbon anesthetics,advise
dopamine,propranolol,effect
vasopressor,oxytocic drugs,effect
ergonovine,oxytocic drugs,effect
phenytoin,dopamine HCl,effect
dopamine HCl,phenytoin,advise
monoamine oxidase inhibitors,serotoninergic agents,effect
monoamine oxidase inhibitors,fluoxetine,effect
monoamine oxidase inhibitors,fluvoxamine,effect
monoamine oxidase inhibitors,paroxetine,effect
monoamine oxidase inhibitors,sertraline,effect
monoamine oxidase inhibitors,venlafaxine,effect
MAOIs,serotoninergic agents,effect
MAOIs,fluoxetine,effect
MAOIs,fluvoxamine,effect
MAOIs,paroxetine,effect
MAOIs,sertraline,effect
MAOIs,venlafaxine,effect
selegiline hydrochloride,serotoninergic agents,effect
selegiline hydrochloride,fluoxetine,effect
selegiline hydrochloride,fluvoxamine,effect
selegiline hydrochloride,paroxetine,effect
selegiline hydrochloride,sertraline,effect
selegiline hydrochloride,venlafaxine,effect
dexfenfluramine,MAO inhibitor,advise
MAO inhibitor,dexfenfluramine,advise
dexfenfluramine,MAO inhibitor,advise
selective serotonin reuptake inhibitors,Imitrex,effect
selective serotonin reuptake inhibitors,sumatriptan succinate,effect
selective serotonin reuptake inhibitors,dihydroergotamine,effect
SSRIs,Imitrex,effect
SSRIs,sumatriptan succinate,effect
SSRIs,dihydroergotamine,effect
Dexfenfluramine,serotoninergic agents,advise
STRATTERA,albuterol,advise
STRATTERA,paroxetine,advise
STRATTERA,fluoxetine,advise
STRATTERA,quinidine,advise
paroxetine,atomoxetine,mechanism
fluoxetine,atomoxetine,mechanism
FLUDARA,pentostatin,advise
Chirocaine,anesthetics,advise
levobupivacaine,phenytoin,mechanism
levobupivacaine,phenobarbital,mechanism
levobupivacaine,rifampin,mechanism
levobupivacaine,ketoconazole,mechanism
phenobarbital,corticosteroids,mechanism
phenobarbital,corticosteroid,advise
phenytoin,corticosteroids,mechanism
phenytoin,corticosteroid,advise
rifampin,corticosteroids,mechanism
rifampin,corticosteroid,advise
troleandomycin,corticosteroids,mechanism
ketoconazole,corticosteroids,mechanism
Corticosteroids,aspirin,effect
salicylate,corticosteroid,effect
Aspirin,cortico-steroids,advise
corticosteroids,anticoagulants,effect
anticoagulants,corticosteroids,effect
HYDROXYZINE,CENTRAL NERVOUS SYSTEM DEPRESSANTS,effect
HYDROXYZINE,NARCOTICS,effect
HYDROXYZINE,NON-NARCOTIC ANALGESICS,effect
HYDROXYZINE,BARBITURATES,effect
central nervous system depressants,hydroxyzine,advise
Erythromycin,theophylline,effect
theophylline,erythromycin,advise
erythromycin,digoxin,mechanism
erythromycin,anticoagulants,effect
erythromycin,ergotamine,effect
erythromycin,dihydroergotamine,effect
Erythromycin,triazolam,mechanism
Erythromycin,midazolam,mechanism
Erythromycin,benzodiazepines,effect
erythromycin,carbamazepine,int
erythromycin,cyclosporine,int
erythromycin,tacrolimus,int
erythromycin,hexobarbital,int
erythromycin,phenytoin,int
erythromycin,alfentanil,int
erythromycin,cisapride,int
erythromycin,disopyramide,int
erythromycin,lovastatin,int
erythromycin,bromocriptine,int
erythromycin,valproate,int
erythromycin,terfenadine,int
erythromycin,astemizole,int
Erythromycin,terfenadine,mechanism
Erythromycin,astemizole,mechanism
terfenadine,erythromycin,effect
erythromycin,cisapride,effect
cisapride,erythromycin,mechanism
lovastatin,erythromycin,advise
calcium,L-lysine,mechanism
warfarin-type anticoagulant,griseofulvin,advise
barbiturates,griseofulvin,effect
griseofulvin,contraceptives,effect
MONUROL,metoclopramide,mechanism
anakinra,TNF-blocking agent,effect
interleukin-1 antagonist,TNF-blocking agent,effect
anakinra,TNF-blocking agents,effect
anakinra,HUMIRA,effect
Ethoxzolamide,tricyclics,effect
Ethoxzolamide,amphetamines,effect
Ethoxzolamide,procainamide,effect
Ethoxzolamide,quinidine,effect
ethoxzolamide,diuretics,effect
ethoxzolamide,amphotericin B,effect
ethoxzolamide,corticosteroids,effect
Gleevec,ketoconazole,advise
Gleevec,itraconazole,advise
Gleevec,erythromycin,advise
Gleevec,clarithromycin,advise
Gleevec,ketoconazole,mechanism
rifampin,Gleevec,mechanism
Gleevec,simvastatin,mechanism
Gleevec,cyclosporine,advise
Gleevec,pimozide,advise
Gleevec,benzodiazepines,mechanism
Gleevec,dihydropyridine calcium channel blockers,mechanism
Gleevec,HMG-CoA reductase inhibitors,mechanism
acetaminophen,Gleevec,mechanism
ranitidine,alendronate,mechanism
calcium,alendronate,mechanism
multivalent cations,alendronate,mechanism
aspirin,ketoprofen,mechanism
aspirin,ketoprofen,mechanism
aspirin,ketoprofen,advise
Hydrochlorothiazide,ketoprofen,effect
ketoprofen,warfarin,advise
Probenecid,ketoprofen,mechanism
ketoprofen,probenecid,advise
Ketoprofen,methotrexate,mechanism
NSAIDs,methotrexate,mechanism
Nonsteroidal anti-inflammatory agents,lithium,mechanism
ketoprofen,lithium,advise
alcohol,bromocriptine mesylate,effect
Bromocriptine mesylate,dopamine antagonists,int
Bromocriptine mesylate,butyrophenones,int
bromocriptine mesylate,phenothiazines,effect
bromocriptine mesylate,haloperidol,effect
bromocriptine mesylate,metoclopramide,effect
bromocriptine mesylate,pimozide,effect
bromocriptine mesylate,ergot alkaloids,advise
TRISENOX,antiarrhythmics,advise
TRISENOX,thioridazine,advise
TRISENOX,diuretics,advise
TRISENOX,amphotericin B,advise
cerivastatin sodium,cholestyramine,mechanism
cholestyramine,cerivastatin sodium,mechanism
cerivastatin,erythromycin,mechanism
TRACRIUM,enflurane,effect
TRACRIUM,enflurane,effect
TRACRIUM,isoflurane,effect
TRACRIUM,halothane,effect
TRACRIUM,antibiotics,effect
TRACRIUM,aminoglycosides,effect
TRACRIUM,polymyxins,effect
TRACRIUM,lithium,effect
TRACRIUM,magnesium,effect
TRACRIUM,procainamide,effect
TRACRIUM,quinidine,effect
succinylcholine,TRACRIUM,effect
TRACRIUM,succinylcholine,advise
Beta-blockers,insulin,effect
clonidine,insulin,effect
lithium,insulin,effect
alcohol,insulin,effect
antipsychotic drug,antiparkinsonian drug,effect
antipsychotic drug,trihexyphenidyl,effect
antipsychotic drug,tricyclic antidepressant,effect
antipsychotic drug,amitriptyline,effect
chlorpromazine,antiparkinsonian drug,effect
chlorpromazine,trihexyphenidyl,effect
chlorpromazine,tricyclic antidepressant,effect
chlorpromazine,amitriptyline,effect
antiparkinsonian drug,tricyclic antidepressant,effect
antiparkinsonian drug,amitriptyline,effect
trihexyphenidyl,tricyclic antidepressant,effect
trihexyphenidyl,amitriptyline,effect
barbiturates,contraceptives,effect
Digitalis,Bretylium Tosylate,effect
catecholamines,Bretylium Tosylate,effect
dopamine,Bretylium Tosylate,effect
norepinephrine,Bretylium Tosylate,effect
ketoconazole,bexarotene,mechanism
itraconazole,bexarotene,mechanism
erythromycin,bexarotene,mechanism
gemfibrozil,bexarotene,mechanism
rifampin,bexarotene,mechanism
phenytoin,bexarotene,mechanism
phenobarbital,bexarotene,mechanism
Targretin,gemfibrozil,mechanism
gemfibrozil,Targretin,advise
antidiabetic agents,VELCADE,advise
cromolyn sodium,isoproterenol,effect
CEFOTAN,aminoglycoside,effect
sulfonylurea,nonsteroidal anti-inflammatory agents,effect
sulfonylurea,salicylates,effect
sulfonylurea,sulfonamides,effect
sulfonylurea,chloramphenicol,effect
sulfonylurea,probenecid,effect
sulfonylurea,coumarins,effect
sulfonylurea,monoamine oxidase inhibitors,effect
sulfonylurea,beta adrenergic blocking agents,effect
barbiturates,chlorpropamide,effect
miconazole,hypoglycemic agents,effect
Cholestytamine,thiazide diuretics,mechanism
colestipol,thiazide diuretics,mechanism
Lithium,diuretics,advise
Diuretic agents,lithium,mechanism
Diuretic agents,lithium,mechanism
lithium,chlorothiazide,advise
non-steroidal anti-inflammatory agent,loop,effect
non-steroidal anti-inflammatory agent,potassium-sparing,effect
non-steroidal anti-inflammatory agent,thiazide diuretics,effect
chlorothiazide,non-steroidal anti-inflammatory agents,advise
Cimetidine,TIKOSYN,mechanism
Cimetidine,dofetilide,mechanism
TIKOSYN,cimetidine,advise
TIKOSYN,verapamil,mechanism
verapamil,dofetilide,effect
Ketoconazole,TIKOSYN,mechanism
HCTZ,dofetilide,mechanism
triamterene,dofetilide,advise
metformin,dofetilide,advise
amiloride,dofetilide,advise
macrolide antibiotics,TIKOSYN,advise
azole antifungal agents,TIKOSYN,advise
protease inhibitors,TIKOSYN,advise
serotonin reuptake inhibitors,TIKOSYN,advise
amiodarone,TIKOSYN,advise
cannabinoids,TIKOSYN,advise
diltiazem,TIKOSYN,advise
nefazadone,TIKOSYN,advise
norfloxacin,TIKOSYN,advise
quinine,TIKOSYN,advise
zafirlukast,TIKOSYN,advise
digoxin,dofetilide,effect
dofetilide,thiazide diuretics,mechanism
docetaxel,cyclosporine,mechanism
docetaxel,terfenadine,mechanism
docetaxel,ketoconazole,mechanism
docetaxel,erythromycin,mechanism
docetaxel,troleandomycin,mechanism
EXTRANEAL,insulin,advise
naproxen sodium,Neurontin,mechanism
Hydrocodone,gabapentin,mechanism
morphine,Neurontin,mechanism
cimetidine,gabapentin,mechanism
cimetidine,gabapentin,mechanism
gabapentin,cimetidine,mechanism
norethindrone,gabapentin,mechanism
Maalox,gabapentin,mechanism
gabapentin,Maalox,mechanism
gabapentin,Maalox,advise
sympathomimetic agents,FORADIL,effect
FORADIL,monoamine oxidase inhibitors,advise
FORADIL,tricyclic antidepressants,advise
xanthine derivatives,beta2-agonists.,effect
steroids,beta2-agonists.,effect
diuretics,beta2-agonists.,effect
beta-adrenergic receptor blocking agents,Anesthetics,int
nitroglycerin,vasodilators,effect
calcium channel blockers,nitrates,effect
Antacids,chloroquine,mechanism
kaolin,chloroquine,mechanism
Cimetidine,chloroquine,mechanism
chloroquine,ampicillin,mechanism
chloroquine,cyclosporin,mechanism
Apraclonidine,MAO inhibitors,advise
IOPIDINE,CNS depressants,advise
IOPIDINE,alcohol,advise
IOPIDINE,barbiturates,advise
IOPIDINE,opiates,advise
IOPIDINE,sedatives,advise
IOPIDINE,anesthetics,advise
Tricyclic antidepressants,clonidine,effect
clonidine,neuroleptic,effect
apraclonidine,beta-blockers,advise
apraclonidine,antihypertensives,advise
apraclonidine,cardiac glycosides,advise
LEVSIN,antimuscarinics,effect
LEVSIN,amantadine,effect
LEVSIN,haloperidol,effect
LEVSIN,phenothiazines,effect
LEVSIN,monoamine oxidase (MAO) inhibitors,effect
LEVSIN,tricyclic antidepressants,effect
LEVSIN,antihistamines,effect
Antacids,LEVSIN,mechanism
Cytadren,dexamethasone,mechanism
Aminoglutethimide,coumarin,effect
Aminoglutethimide,warfarin,effect
Angiomax,heparin,effect
Angiomax,warfarin,effect
Angiomax,thrombolytics,effect
cephalosporins,aminoglycoside antibiotics,effect
ranitidine,ceftibuten,mechanism
ranitidine,ceftibuten,mechanism
Chlorotrianisene,antidepressants,int
Chlorotrianisene,aspirin,int
Chlorotrianisene,barbiturates,int
Chlorotrianisene,bromocriptine,int
Chlorotrianisene,calcium,int
Chlorotrianisene,corticosteroids,int
Chlorotrianisene,corticotropin,int
Chlorotrianisene,cyclosporine,int
Chlorotrianisene,dantrolene,int
Chlorotrianisene,nicotine,int
Chlorotrianisene,somatropin,int
Chlorotrianisene,tamoxifen,int
Chlorotrianisene,warfarin,int
Iodine,Carbimazole,effect
iodine,Carbimazole,effect
digoxin,antithyroid agents,mechanism
digitoxin,antithyroid agents,mechanism
Antithyroid agents,sodium iodide I131,effect
oxyphenbutazone,androgens,mechanism
androgens,insulin,effect
L-methionine,acetaminophen,effect
L-methionine,methotrexate,effect
Methionine,gentamicin,effect
Diphenhydramine hydrochloride,alcohol,effect
Diphenhydramine hydrochloride,CNS depressants,effect
Diphenhydramine hydrochloride,hypnotics,effect
Diphenhydramine hydrochloride,sedatives,effect
Diphenhydramine hydrochloride,tranquilizers,effect
MAO inhibitors,antihistamines,effect
Sucralfate,lomefloxacin,mechanism
magnesium,lomefloxacin,mechanism
aluminum,lomefloxacin,mechanism
Videx,lomefloxacin,mechanism
didanosine,lomefloxacin,mechanism
Sucralfate,lomefloxacin,mechanism
Magnesium,lomefloxacin,mechanism
aluminum,lomefloxacin,mechanism
antacids,lomefloxacin,mechanism
antacid,lomefloxacin,mechanism
quinolones,caffeine,mechanism
Cimetidine,quinolones,mechanism
cyclosporine,quinolone class,mechanism
Quinolones,anticoagulant,effect
Quinolones,warfarin,effect
duloxetine,fluvoxamine,mechanism
Paroxetine,duloxetine,mechanism
duloxetine,desipramine,mechanism
Duloxetine,antidepressants,advise
Duloxetine,tricyclic antidepressants,advise
Duloxetine,TCAs,advise
Duloxetine,nortriptyline,advise
Duloxetine,amitriptyline,advise
Duloxetine,imipramine,advise
Duloxetine,phenothiazines,advise
Duloxetine,Type 1C antiarrhythmics,advise
Duloxetine,propafenone,advise
Duloxetine,flecainide,advise
TCA,Duloxetine,advise
Duloxetine,thioridazine,advise
sulfonylureas,nonsteroidal anti-inflammatory agents,effect
sulfonylureas,azoles,effect
sulfonylureas,salicylates,effect
sulfonylureas,sulfonamides,effect
sulfonylureas,chloramphenicol,effect
sulfonylureas,probenecid,effect
sulfonylureas,coumarins,effect
sulfonylureas,monoamine oxidase inhibitors,effect
sulfonylureas,beta adrenergic blocking agents,effect
miconazole,hypoglycemic agents,int
fluconazole,glipizide,int
glipizide,fluconazole,mechanism
Cevimeline,beta adrenergic antagonists,advise
guanfacine,CNS-depressant drug,effect
guanfacine,phenobarbital,mechanism
guanfacine,phenytoin,mechanism
TCAs,guanfacine,effect
Noncardioselective beta-blockers,guanfacine,effect
nadolol,guanfacine,effect
timolol,guanfacine,effect
BETAGAN,epinephrine,effect
beta-blocker,reserpine,advise
beta-adrenergic blocking agents,calcium antagonists,advise
beta-adrenergic blocking agents,digitalis,effect
beta-adrenergic blocking agents,calcium antagonist,effect
Phenothiazine-related compounds,beta-adrenergic blocking agents,mechanism
Dexbrompheniramine,alcohol,int
Dexbrompheniramine,CNS depressants,int
Dexbrompheniramine,anticholinergics,int
Dexbrompheniramine,monoamine oxidase (MAO) inhibitors,int
SSRI,TCA,int
T.A.,SSRIs,advise
desipramine hydrochloride,psychotropic agents,effect
desipramine hydrochloride,tranquilizers,effect
desipramine hydrochloride,sedative,effect
desipramine hydrochloride,hypnotics,effect
desipramine,benzodiazepines,effect
desipramine,chlordiazepoxide,effect
desipramine,diazepam,effect
major tranquilizers,desipramine,effect
cimetidine,tricyclic antidepressants,mechanism
tricyclic antidepressants,cimetidine,mechanism
tricyclic antidepressants,fluoxetine,mechanism
cephalexin,metformin,mechanism
cephalexin,metformin,mechanism
cephalexin,metformin,advise
cephalexin,probenecid,mechanism
aminoglycosides,PROLEUKIN,effect
indomethacin,PROLEUKIN,effect
cytotoxic,PROLEUKIN,effect
doxorubicin,PROLEUKIN,effect
methotrexate,PROLEUKIN,effect
asparaginase,PROLEUKIN,effect
PROLEUKIN,antineoplastic agents,effect
PROLEUKIN,dacarbazine,effect
PROLEUKIN,cis-platinum,effect
PROLEUKIN,tamoxifen,effect
PROLEUKIN,interferon-alfa,effect
PROLEUKIN,interferon-alfa,effect
interferon-alfa,PROLEUKIN,effect
glucocorticoids,PROLEUKIN,effect
Beta-blockers,PROLEUKIN,effect
antihypertensives,PROLEUKIN,effect
interleukin-2,radiographic iodinated contrast media,effect
alcohol,ethchlorvynol,effect
barbiturates,ethchlorvynol,effect
MAOIs,ethchlorvynol,effect
Azlocillin,amikacin,advise
Azlocillin,ciprofloxacin,advise
Azlocillin,gentamicin,advise
Azlocillin,netilmicin,advise
Azlocillin,tobramycin,advise
dapsone,Lamprene,effect
dapsone,clofazimine,advise
Mineral oil,fat-soluble vitamins,mechanism
Mineral oil,vitamin D preparations,mechanism
thiazide diuretics,ergocalciferol,effect
thiazide diuretics,digitalis,effect
hypoglycemic medications,thiazide diuretic,advise
steroidal anti-inflammatory agent,loop,effect
steroidal anti-inflammatory agent,potassium sparing,effect
steroidal anti-inflammatory agent,thiazide diuretics,effect
hydroflumethiazide,nonsteroidal anti-inflammatory agents,advise
Thiazides,norepinephrine,effect
Thiazide drugs,tubocurarine,effect
Felbatol,antiepileptic drugs,mechanism
Felbatol,AEDs,mechanism
Felbatol,phenytoin,mechanism
felbamate,phenytoin,mechanism
felbamate,phenytoin,advise
Felbatol,carbamazepine,mechanism
carbamazepine,felbamate,mechanism
Felbatol,valproate,mechanism
felbamate,valproate,mechanism
felbamate,phenobarbital,mechanism
Phenytoin,Felbatol,mechanism
Phenytoin,felbamate,mechanism
phenytoin,Felbatol,mechanism
Carbamazepine,Felbatol,mechanism
carbamazepine,Felbatol,mechanism
phenobarbital,felbamate,mechanism
Felbamate,gestodene,mechanism
Argatroban,warfarin,effect
Argatroban,antiplatelet agents,effect
Argatroban,thrombolytics,effect
Argatroban,anticoagulants,effect
fentanyl,ritonavir,mechanism
fentanyl,ketoconazole,mechanism
fentanyl,itraconazole,mechanism
fentanyl,troleandomycin,mechanism
fentanyl,clarithromycin,mechanism
fentanyl,nelfinavir,mechanism
diltiazem,fentanyl,mechanism
erythromycin,fentanyl,mechanism
DURAGESIC,central nervous system depressants,effect
DURAGESIC,opioids,effect
DURAGESIC,sedatives,effect
DURAGESIC,hypnotics,effect
DURAGESIC,tranquilizers,effect
DURAGESIC,benzodiazepines,effect
DURAGESIC,anesthetics,effect
DURAGESIC,phenothiazines,effect
DURAGESIC,skeletal muscle relaxants,effect
DURAGESIC,alcohol,effect
fentanyl,central nervous system depressants,effect
fentanyl,opioids,effect
fentanyl,sedatives,effect
fentanyl,hypnotics,effect
fentanyl,tranquilizers,effect
fentanyl,benzodiazepines,effect
fentanyl,anesthetics,effect
fentanyl,phenothiazines,effect
fentanyl,skeletal muscle relaxants,effect
fentanyl,alcohol,effect
DURAGESIC,MAOI,advise
MAO inhibitors,opioid analgesics,advise
NSAIDs,Angiotensin Converting Enzyme (ACE) inhibitors,effect
VIOXX,benazepril,effect
VIOXX,ACE inhibitors,advise
aspirin,VIOXX,effect
cimetidine,rofecoxib,mechanism
NSAIDs,furosemide,effect
NSAIDs,thiazides,effect
NSAIDs,lithium,mechanism
VIOXX,lithium,advise
VIOXX,methotrexate,mechanism
methotrexate,rofecoxib,mechanism
VIOXX,methotrexate,advise
VIOXX,rifampin,mechanism
VIOXX,theophylline,mechanism
VIOXX,theophylline,advise
VIOXX,warfarin,advise
warfarin,rofecoxib,effect
VIOXX,warfarin,effect
nevirapine,warfarin,int
warfarin,nevirapine,advise
Clarithromycin,nevirapine,mechanism
contraceptives,nevirapine,advise
Nevirapine,ketoconazole,advise
lopinavir,nevirapine,advise
ritonavir,nevirapine,advise
Methadone,nevirapine,advise
Nevirapine,rifampin,advise
nevirapine,methadone,effect
quinolones,caffeine,mechanism
ciprofloxacin,caffeine,mechanism
quinolones,cyclosporine,effect
ciprofloxacin,cyclosporine,effect
ciprofloxacin,sulfonylurea,effect
ciprofloxacin,glyburide,effect
methotrexate,ciprofloxacin,mechanism
methotrexate,ciprofloxacin,advise
quinolone,magnesium,mechanism
quinolone,aluminum,mechanism
quinolone,antacids,mechanism
quinolone,sucralfate,mechanism
quinolone,VIDEX,mechanism
quinolone,calcium,mechanism
quinolone,iron,mechanism
quinolone,zinc,mechanism
ciprofloxacin,magnesium,mechanism
ciprofloxacin,aluminum,mechanism
ciprofloxacin,antacids,mechanism
ciprofloxacin,sucralfate,mechanism
ciprofloxacin,VIDEX,mechanism
ciprofloxacin,calcium,mechanism
ciprofloxacin,iron,mechanism
ciprofloxacin,zinc,mechanism
ciprofloxacin,ciprofloxacin,mechanism
ciprofloxacin,antacids,advise
phenytoin,ciprofloxacin,mechanism
Probenecid,ciprofloxacin,mechanism
Probenecid,ciprofloxacin,mechanism
quinolones,theophylline,mechanism
ciprofloxacin,theophylline,mechanism
Quinolones,warfarin,effect
Benzthiazide,alcohol,int
Benzthiazide,blood thinner,int
Benzthiazide,decongestant drugs,int
Benzthiazide,lithium,int
Benzthiazide,norepinephrine,int
Benzthiazide,NSAIDs,int
Benzthiazide,Aleve,int
Benzthiazide,Ibuprofen,int
aspirin,valdecoxib,effect
NSAIDs,ACE-inhibitors,effect
BEXTRA,ACE-inhibitors,advise
NSAIDs,furosemide,effect
NSAIDs,thiazides,effect
valdecoxib,phenytoin,mechanism
valdecoxib,phenytoin,advise
valdecoxib,dextromethorphan,mechanism
dextromethorphan,valdecoxib,mechanism
Valdecoxib,lithium,mechanism
BEXTRA,lithium,advise
Valdecoxib,R-warfarin,mechanism
Valdecoxib,S-warfarin,mechanism
Valdecoxib,warfarin,effect
BEXTRA,warfarin,advise
valdecoxib,ketoconazole,mechanism
valdecoxib,fluconazole,mechanism
valdecoxib,fluconazole,mechanism
valdecoxib,ketoconazole,mechanism
valdecoxib,glyburide,mechanism
glyburide,valdecoxib,advise
valdecoxib,omeprazole,mechanism
valdecoxib,Ortho-Novum,mechanism
contraceptive,valdecoxib,advise
diazepam,valdecoxib,mechanism
valdecoxib,diazepam,effect
warfarin,IRESSA,effect
ketoconazole,gefitinib,mechanism
ketoconazole,gefitinib,mechanism
itraconazole,gefitinib,mechanism
itraconazole,gefitinib,mechanism
histamine H2-receptor antagonists,IRESSA,mechanism
ranitidine,IRESSA,mechanism
cimetidine,IRESSA,mechanism
IRESSA,vinorelbine,effect
ERGAMISOL,alcohol,effect
levamisole hydrochloride,alcohol,effect
levamisole,warfarin sodium,advise
nelfinavir,azithromycin,effect
azithromycin,nelfinavir,advise
azithromycin,warfarin,advise
macrolides,warfarin,effect
azithromycin,atorvastatin,mechanism
azithromycin,carbamazepine,mechanism
azithromycin,cetirizine,mechanism
azithromycin,didanosine,mechanism
azithromycin,efavirenz,mechanism
azithromycin,fluconazole,mechanism
azithromycin,indinavir,mechanism
azithromycin,midazolam,mechanism
azithromycin,rifabutin,mechanism
azithromycin,sildenafil,mechanism
azithromycin,theophylline,mechanism
azithromycin,triazolam,mechanism
azithromycin,trimethoprim,mechanism
azithromycin,sulfamethoxazole,mechanism
azithromycin,zidovudine,mechanism
efavirenz,azithromycin,mechanism
fluconazole,azithromycin,mechanism
buprenorphine,benzodiazepines,int
buprenorphine,benzodiazepines,effect
SUBUTEX,benzodiazepines,advise
SUBOXONE,benzodiazepines,advise
benzodiazepines,SUBOXONE,advise
benzodiazepines,SUBUTEX,advise
Colchicine,acidifying agents,mechanism
colchicine,alkalinizing agents,mechanism
Colchicine,CNS depressants,effect
sympathomimetic agents,colchicine,effect
probenecid,ertapenem,mechanism
ertapenem,probenecid,mechanism
probenecid,ertapenem,advise
b-lactam antibiotics,probenecid,mechanism
loracarbef,probenecid,mechanism
L-phenylalanine,non-selective MAO inhibitors,effect
L-phenylalanine,selegiline,effect
Neuroleptic Drugs,L-phenylalanine,effect
caffeine,cimetidine,advise
caffeine,ketoconazole,advise
caffeine,phenobarbital,advise
caffeine,phenytoin,advise
Caffeine,ketoprofen,effect
MAO inhibitors,antihistamines,effect
antihistamines,alcohol,effect
antihistamines,tricyclic antidepressants,effect
antihistamines,barbiturates,effect
antihistamines,central nervous system depressants,effect
sympathomimetic drugs,monoamine oxidase inhibitors,effect
methyldopa,sympathomimetics,effect
mecamylamine,sympathomimetics,effect
reserpine,sympathomimetics,effect
veratrum alkaloids,sympathomimetics,effect
Beta-adrenergic blocking agents,sympathomimetics,int
pseudoephedrine,digitalis,effect
Antacids,pseudoephedrine,mechanism
pseudoephedrine,kaolin,mechanism
Allopurinol,mercaptopurine,mechanism
Allopurinol,azathioprine,mechanism
allopurinol,mercaptopurine,advise
allopurinol,azathioprine,advise
allopurinol,dicumarol,mechanism
uricosuric agents,oxipurinol,mechanism
uricosuric agents,allopurinol,mechanism
allopurinol,thiazide diuretics,effect
thiazide diuretics,allopurinol,advise
ampicillin,allopurinol,effect
amoxicillin,allopurinol,effect
cyclophosphamide,allopurinol,effect
cytotoxic agents,allopurinol,effect
Chlorpropamide,allopurinol,mechanism
allopurinol,chlorpropamide,mechanism
allopurinol,chlorpropamide,effect
cyclosporine,allopurinol sodium,mechanism
cholestyramine,anticoagulants,mechanism
cholestyramine,vitamin K,mechanism
Chloral hydrate,anticoagulant,mechanism
anticoagulant,adrenocortical steroids,effect
anticoagulant,adrenocortical steroids,effect
anticoagulant,alcohol,effect
anticoagulant,antacids,effect
anticoagulant,antihistamines,effect
anticoagulant,barbiturates,effect
anticoagulant,carbamazepine,effect
anticoagulant,chloral hydrate,effect
anticoagulant,chlordiazepoxide,effect
anticoagulant,cholestyramine,effect
anticoagulant,vitamin K,effect
anticoagulant,diuretics,effect
anticoagulant,ethchlorvynol,effect
anticoagulant,glutethimide,effect
anticoagulant,griseofulvin,effect
anticoagulant,haloperidol,effect
anticoagulant,meprobamate,effect
anticoagulant,contraceptives,effect
anticoagulant,paraldehyde,effect
anticoagulant,primidone,effect
anticoagulant,ranitidine,effect
anticoagulant,rifampin,effect
anticoagulant,vitamin C,effect
anticoagulant,warfarin sodium,effect
anticoagulant,alcohol,effect
anticoagulant,alcohol,effect
anticoagulant,allopurinol,effect
anticoagulant,aminosalicylic acid,effect
anticoagulant,amiodarone,effect
anticoagulant,anabolic steroids,effect
anticoagulant,antibiotics,effect
anticoagulant,bromelains,effect
anticoagulant,chloral hydrate,effect
anticoagulant,chlorpropamide,effect
anticoagulant,chymotrypsin,effect
anticoagulant,cimetidine,effect
anticoagulant,cinchophen,effect
anticoagulant,clofibrate,effect
anticoagulant,dextran,effect
anticoagulant,dextrothyroxine,effect
anticoagulant,diazoxide,effect
anticoagulant,diflunisal,effect
anticoagulant,disulfiram,effect
anticoagulant,ethacrynic acid,effect
anticoagulant,fenoprofen,effect
anticoagulant,glucagon,effect
anticoagulant,ibuprofen,effect
anticoagulant,indomethacin,effect
anticoagulant,influenza virus vaccine,effect
anticoagulant,anesthetics,effect
